jahr,hauptgruppe,untergruppe,thg,thg_agg,emission
1994,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,73788.44654245763
1995,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,73640.12347879985
1996,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,72428.04968183138
1997,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,70093.11090317623
1998,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,66802.79930535195
1999,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,63346.20191634016
2000,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,60120.93622618995
2001,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,57200.66553587449
2002,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,54461.372708665214
2003,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,51995.64002127142
2004,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,49762.84723042765
2005,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,47775.074904237736
2006,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,46010.61159963544
2007,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,44474.36566249708
2008,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,43186.30227076844
2009,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,43617.49231456755
2010,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,40675.33162961475
2011,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,42377.07222822183
2012,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,39316.28208039818
2013,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,37967.32785102078
2014,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,36714.974862367584
2015,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,37123.94321051846
2016,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,36422.99638640794
2017,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,36949.54091082233
2018,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,38309.57396973149
2019,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,39242.10917878153
2020,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,38662.55581514934
2021,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,39019.151829955066
2022,Industrie,Industrielle Prozesse energetisch,CH4,CO2eq,39505.428815332336
1990,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,621.8918195320061
1991,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,1021.4389949667592
1992,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,1519.5877152699416
1993,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,1741.886333060413
1994,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,1880.1007060541208
1995,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,1902.5512636399412
1996,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,1971.7130207739744
1997,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,2007.5429876283577
1998,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,2218.848411847736
1999,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,2463.191569761332
2000,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,2522.4939536212887
2001,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,2656.142880989711
2002,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,2881.9154880680057
2003,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,2985.260659390992
2004,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,3204.630781876149
2005,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,3470.450047848901
2006,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,3813.84226382319
2007,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,3920.647888265911
2008,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4151.198855987008
2009,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4378.117260606044
2010,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,3918.0360752367646
2011,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4075.432952220958
2012,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4033.686582998874
2013,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4141.51967678037
2014,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4050.416256644819
2015,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,3791.857853412789
2016,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4233.855298062618
2017,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4329.61025839643
2018,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4451.180195763649
2019,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4399.265575905248
2020,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4418.603440163943
2021,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4489.530325851494
2022,Industrie,Industrielle Prozesse nichtenergetisch,CO2,CO2eq,4494.055782939411
